"filename", "language", "PHP", "HTML", "PostCSS", "JavaScript", "comment", "blank", "total"
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\oan-industries-limited\index.php", "PHP", 79, 0, 0, 0, 0, 12, 91
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\omviras-marine-services-limited\index.php", "PHP", 58, 0, 0, 0, 0, 14, 72
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\owais-metal-and-mineral-processing-limited\index.php", "PHP", 160, 0, 0, 0, 0, 12, 172
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\paramount-dye-tec-limited\index.php", "PHP", 120, 0, 0, 0, 0, 12, 132
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\platinumone-business-services-limited\index.php", "PHP", 140, 0, 0, 0, 0, 12, 152
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\rapid-fleet-management-services-limited\index.php", "PHP", 82, 0, 0, 0, 0, 12, 94
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\rapid-multimodal-logistics-limited\index.php", "PHP", 160, 0, 0, 0, 0, 12, 172
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\reetech-international-cargo-courier-limited\index.php", "PHP", 142, 0, 0, 0, 0, 14, 156
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\resgen-limited\index.php", "PHP", 184, 0, 0, 0, 0, 12, 196
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\retaggio-industries-limited\index.php", "PHP", 76, 0, 0, 0, 0, 14, 90
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\retina-paints-limited\index.php", "PHP", 139, 0, 0, 0, 0, 13, 152
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\riddhi-corporate-services-limited\index.php", "PHP", 120, 0, 0, 0, 0, 14, 134
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\sagar-diamonds-limited\index.php", "PHP", 119, 0, 0, 0, 0, 13, 132
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\sailani-tours-n-travels-limited\index.php", "PHP", 143, 0, 0, 0, 0, 12, 155
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\sellowrap-industries-limited\index.php", "PHP", 60, 0, 0, 0, 0, 14, 74
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\shelter-pharma-limited\index.php", "PHP", 159, 0, 0, 0, 0, 13, 172
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\shreyas-fabtech-limited\index.php", "PHP", 79, 0, 0, 0, 0, 15, 94
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\siddharth-education-services-limited\index.php", "PHP", 163, 0, 0, 0, 0, 15, 178
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\silky-overseas-limited\index.php", "PHP", 79, 0, 0, 0, 0, 14, 93
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\ssg-furnishing-solution-limited\index.php", "PHP", 60, 0, 0, 0, 0, 15, 75
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\steelman-telecom-limited\index.php", "PHP", 140, 0, 0, 0, 0, 13, 153
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\subam-papers-limited\index.php", "PHP", 119, 0, 0, 0, 0, 14, 133
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\sudarshan-pharma-industries-limited\index.php", "PHP", 160, 0, 0, 0, 0, 13, 173
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\suumaya-lifestyle-limited\index.php", "PHP", 120, 0, 0, 0, 0, 13, 133
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\tenty-limited\index.php", "PHP", 79, 0, 0, 0, 0, 13, 92
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\trackpoint-gps-limited\index.php", "PHP", 79, 0, 0, 0, 0, 13, 92
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\transteel-seating-technologies-limited\index.php", "PHP", 140, 0, 0, 0, 0, 13, 153
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\veeram-ornaments-limited\index.php", "PHP", 120, 0, 0, 0, 0, 15, 135
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\yug-decor-limited\index.php", "PHP", 139, 0, 0, 0, 0, 15, 154
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\ipo\zenith-drugs-limited\index.php", "PHP", 139, 0, 0, 0, 0, 14, 153
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\anshuni-commercials-limited\index.php", "PHP", 143, 0, 0, 0, 0, 14, 157
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\deepti-alloy-steel-limited\index.php", "PHP", 226, 0, 0, 0, 0, 15, 241
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\econo-trade-india-limited\index.php", "PHP", 243, 0, 0, 0, 0, 15, 258
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\index.php", "PHP", 948, 0, 0, 0, 2, 64, 1014
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\kwality-credit-and-leasing-limited\index.php", "PHP", 186, 0, 0, 0, 0, 15, 201
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\neil-industries-limited\index.php", "PHP", 203, 0, 0, 0, 0, 14, 217
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\ph-trading-limited\index.php", "PHP", 163, 0, 0, 0, 0, 14, 177
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\prozone-realty-limited\index.php", "PHP", 163, 0, 0, 0, 0, 14, 177
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\rcl-retails-limited\index.php", "PHP", 223, 0, 0, 0, 0, 14, 237
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\reliance-jute-international-mills-limited\index.php", "PHP", 203, 0, 0, 0, 0, 14, 217
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\sharad-fibres-&-yarn-processors-limited\index.php", "PHP", 203, 0, 0, 0, 0, 14, 217
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\stratmont-industries-limited\index.php", "PHP", 240, 0, 0, 0, 0, 14, 254
"c:\xampp\htdocs\Gretex Corporate main\offer-documents\open-offer\tirrihannah-company-limited\index.php", "PHP", 223, 0, 0, 0, 0, 14, 237
"c:\xampp\htdocs\Gretex Corporate main\random.html", "HTML", 0, 211, 0, 0, 33, 20, 264
"c:\xampp\htdocs\Gretex Corporate main\testimonials\index.php", "PHP", 0, 0, 0, 0, 0, 1, 1
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\capital-markets\de-listing.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\capital-markets\exit-offer.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\capital-markets\fpo.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\capital-markets\index.php", "PHP", 375, 0, 0, 0, 12, 42, 429
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\capital-markets\ipo.php", "PHP", 990, 0, 0, 0, 2, 32, 1024
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\capital-markets\open-offer.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\capital-markets\rights-issue.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\compliance-advisory\index.php", "PHP", 341, 0, 0, 0, 12, 42, 395
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\corporate-finance\bank-finance-and-issue-of-debt-securities.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\corporate-finance\index.php", "PHP", 429, 0, 0, 0, 6, 35, 470
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\corporate-finance\private-equity.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\corporate-finance\valuation.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\corporate-finance\venture-capital.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\corporate-restructuring\demergers.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\corporate-restructuring\index.php", "PHP", 429, 0, 0, 0, 6, 35, 470
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\corporate-restructuring\mergers-and-acquisitions.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\corporate-restructuring\takeover.php", "PHP", 967, 0, 0, 0, 2, 31, 1000
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\index copy.php", "PHP", 119, 0, 0, 0, 0, 16, 135
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\index.php", "PHP", 471, 0, 0, 0, 6, 24, 501
"c:\xampp\htdocs\Gretex Corporate main\what-we-do\service copy.php", "PHP", 942, 0, 0, 0, 2, 38, 982
"Total", "-", 39995, 211, 20007, 22, 785, 6524, 67544
